PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,SourceURL
709,1,1,female,22,0,0,151.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
710,1,3,male,,1,1,15.2458,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
711,1,1,female,24,0,0,49.5042,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
712,0,1,male,,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
713,1,1,male,48,1,0,52,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
714,0,3,male,29,0,0,9.4833,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
715,0,2,male,52,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
716,0,3,male,19,0,0,7.65,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
717,1,1,female,38,0,0,227.525,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
718,1,2,female,27,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
719,0,3,male,,0,0,15.5,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
720,0,3,male,33,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
721,1,2,female,6,0,1,33,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
722,0,3,male,17,1,0,7.0542,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
723,0,2,male,34,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
724,0,2,male,50,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
725,1,1,male,27,1,0,53.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
726,0,3,male,20,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
727,1,2,female,30,3,0,21,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
728,1,3,female,,0,0,7.7375,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
729,0,2,male,25,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
730,0,3,female,25,1,0,7.925,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
731,1,1,female,29,0,0,211.3375,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
732,0,3,male,11,0,0,18.7875,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
733,0,2,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
734,0,2,male,23,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
735,0,2,male,23,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
736,0,3,male,28.5,0,0,16.1,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
737,0,3,female,48,1,3,34.375,S,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
738,1,1,male,35,0,0,512.3292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
739,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
740,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
741,1,1,male,,0,0,30,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
742,0,1,male,36,1,0,78.85,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
743,1,1,female,21,2,2,262.375,C,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
744,0,3,male,24,1,0,16.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
745,1,3,male,31,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
746,0,1,male,70,1,1,71,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
747,0,3,male,16,1,1,20.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
748,1,2,female,30,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
749,0,1,male,19,1,0,53.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
750,0,3,male,31,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
751,1,2,female,4,1,1,23,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
752,1,3,male,6,0,1,12.475,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
753,0,3,male,33,0,0,9.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
754,0,3,male,23,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
755,1,2,female,48,1,2,65,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
756,1,2,male,0.67,1,1,14.5,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
757,0,3,male,28,0,0,7.7958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
758,0,2,male,18,0,0,11.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
759,0,3,male,34,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
760,1,1,female,33,0,0,86.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
761,0,3,male,,0,0,14.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
762,0,3,male,41,0,0,7.125,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
763,1,3,male,20,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
764,1,1,female,36,1,2,120,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
765,0,3,male,16,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
766,1,1,female,51,1,0,77.9583,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
767,0,1,male,,0,0,39.6,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
768,0,3,female,30.5,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
769,0,3,male,,1,0,24.15,Q,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
770,0,3,male,32,0,0,8.3625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
771,0,3,male,24,0,0,9.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
772,0,3,male,48,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
773,0,2,female,57,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
774,0,3,male,,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
775,1,2,female,54,1,3,23,S,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
776,0,3,male,18,0,0,7.75,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
777,0,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
778,1,3,female,5,0,0,12.475,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
779,0,3,male,,0,0,7.7375,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
780,1,1,female,43,0,1,211.3375,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
781,1,3,female,13,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
782,1,1,female,17,1,0,57,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
783,0,1,male,29,0,0,30,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
784,0,3,male,,1,2,23.45,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
785,0,3,male,25,0,0,7.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
786,0,3,male,25,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
787,1,3,female,18,0,0,7.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
788,0,3,male,8,4,1,29.125,Q,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
789,1,3,male,1,1,2,20.575,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
790,0,1,male,46,0,0,79.2,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
791,0,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
792,0,2,male,16,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
793,0,3,female,,8,2,69.55,S,11,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
794,0,1,male,,0,0,30.6958,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
795,0,3,male,25,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
796,0,2,male,39,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
797,1,1,female,49,0,0,25.9292,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
798,1,3,female,31,0,0,8.6833,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
799,0,3,male,30,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
800,0,3,female,30,1,1,24.15,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
801,0,2,male,34,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
802,1,2,female,31,1,1,26.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
803,1,1,male,11,1,2,120,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
804,1,3,male,0.42,0,1,8.5167,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
805,1,3,male,27,0,0,6.975,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
806,0,3,male,31,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
807,0,1,male,39,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
808,0,3,female,18,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
809,0,2,male,39,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
810,1,1,female,33,1,0,53.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
811,0,3,male,26,0,0,7.8875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
812,0,3,male,39,0,0,24.15,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
813,0,2,male,35,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
814,0,3,female,6,4,2,31.275,S,7,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
815,0,3,male,30.5,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
816,0,1,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
817,0,3,female,23,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
818,0,2,male,31,1,1,37.0042,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
819,0,3,male,43,0,0,6.45,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
820,0,3,male,10,3,2,27.9,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
821,1,1,female,52,1,1,93.5,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
822,1,3,male,27,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
823,0,1,male,38,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
824,1,3,female,27,0,1,12.475,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
825,0,3,male,2,4,1,39.6875,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
826,0,3,male,,0,0,6.95,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
827,0,3,male,,0,0,56.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
828,1,2,male,1,0,2,37.0042,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
829,1,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
830,1,1,female,62,0,0,80,,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
831,1,3,female,15,1,0,14.4542,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
832,1,2,male,0.83,1,1,18.75,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
833,0,3,male,,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
834,0,3,male,23,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
835,0,3,male,18,0,0,8.3,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
836,1,1,female,39,1,1,83.1583,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
837,0,3,male,21,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
838,0,3,male,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
839,1,3,male,32,0,0,56.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
840,1,1,male,,0,0,29.7,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
841,0,3,male,20,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
842,0,2,male,16,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
843,1,1,female,30,0,0,31,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
844,0,3,male,34.5,0,0,6.4375,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
845,0,3,male,17,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
846,0,3,male,42,0,0,7.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
847,0,3,male,,8,2,69.55,S,11,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
848,0,3,male,35,0,0,7.8958,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
849,0,2,male,28,0,1,33,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
850,1,1,female,,1,0,89.1042,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
851,0,3,male,4,4,2,31.275,S,7,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
852,0,3,male,74,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
853,0,3,female,9,1,1,15.2458,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
854,1,1,female,16,0,1,39.4,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
855,0,2,female,44,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
856,1,3,female,18,0,1,9.35,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
857,1,1,female,45,1,1,164.8667,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
858,1,1,male,51,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
859,1,3,female,24,0,3,19.2583,C,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
860,0,3,male,,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
861,0,3,male,41,2,0,14.1083,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
862,0,2,male,21,1,0,11.5,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
863,1,1,female,48,0,0,25.9292,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
864,0,3,female,,8,2,69.55,S,11,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
865,0,2,male,24,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
866,1,2,female,42,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
867,1,2,female,27,1,0,13.8583,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
868,0,1,male,31,0,0,50.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
869,0,3,male,,0,0,9.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
870,1,3,male,4,1,1,11.1333,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
871,0,3,male,26,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
872,1,1,female,47,1,1,52.5542,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
873,0,1,male,33,0,0,5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
874,0,3,male,47,0,0,9,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
875,1,2,female,28,1,0,24,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
876,1,3,female,15,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
877,0,3,male,20,0,0,9.8458,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
878,0,3,male,19,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
879,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
880,1,1,female,56,0,1,83.1583,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
881,1,2,female,25,0,1,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
882,0,3,male,33,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
883,0,3,female,22,0,0,10.5167,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
884,0,2,male,28,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
885,0,3,male,25,0,0,7.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
886,0,3,female,39,0,5,29.125,Q,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
887,0,2,male,27,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
888,1,1,female,19,0,0,30,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
889,0,3,female,,1,2,23.45,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
890,1,1,male,26,0,0,30,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
891,0,3,male,32,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
