SourceRecordID,SizeSqFt,Bedrooms,Bathrooms,GarageCars,LotAreaSqFt,Neighborhood,OverallQuality,AgeAtSaleYears,SalePriceUSD
1181,"2,514",4,2.5,2,"11,170",Timber,7,16,"250,000"
1182,"1,652",2,2.0,2,"5,587",Crawfor,8,0,"392,500"
1183,"4,476",4,3.5,3,"15,623",NoRidge,10,11,"745,000"
1184,"1,130",2,1.0,2,"10,800",OldTown,5,86,"120,000"
1185,"1,572",3,1.5,3,"35,133",Timber,5,44,"186,700"
1186,"1,221",4,1.0,1,"9,738",Edwards,5,82,"104,900"
1187,"1,699",3,2.0,2,"10,615",OldTown,3,109,"95,000"
1188,"1,624",2,2.0,3,"12,461",NoRidge,8,12,"262,000"
1189,"1,660",3,2.5,2,"8,935",CollgCr,7,7,"195,000"
1190,"1,804",3,2.5,2,"7,500",Gilbert,7,11,"189,000"
1191,"1,622",3,1.0,4,"32,463",Mitchel,4,46,"168,000"
1192,"1,441",2,2.5,2,"2,645",Somerst,8,8,"174,000"
1193,"1,472",3,1.0,1,"9,600",OldTown,5,82,"125,000"
1194,"1,224",2,2.0,2,"4,500",Mitchel,6,10,"165,000"
1195,"1,352",4,1.5,1,"9,364",Sawyer,6,41,"158,000"
1196,"1,456",3,2.5,2,"8,029",Gilbert,6,3,"176,000"
1197,"1,863",4,2.5,3,"14,054",Gilbert,7,0,"219,210"
1198,"1,690",3,1.0,1,"8,850",OldTown,7,90,"144,000"
1199,"1,212",3,2.0,2,"9,100",CollgCr,7,8,"178,000"
1200,"1,382",3,1.5,2,"11,235",Sawyer,4,43,"148,000"
1201,864,3,1.0,1,"9,353",NAmes,4,36,"116,050"
1202,"1,779",3,2.5,2,"10,400",CollgCr,7,11,"197,900"
1203,"1,348",3,1.0,1,"6,000",BrkSide,5,84,"117,000"
1204,"1,630",3,2.0,2,"9,750",CollgCr,7,9,"213,000"
1205,"1,074",3,1.5,2,"10,140",NWAmes,5,31,"153,500"
1206,"2,196",3,2.0,3,"14,684",SawyerW,7,19,"271,900"
1207,"1,056",2,1.0,1,"8,900",SawyerW,4,40,"107,000"
1208,"1,700",3,2.0,2,"9,135",CollgCr,6,3,"200,000"
1209,"1,283",3,1.0,2,"7,763",NAmes,5,46,"140,000"
1210,"1,660",3,2.0,2,"10,182",Somerst,8,0,"290,000"
1211,"1,845",3,2.5,2,"11,218",SawyerW,6,18,"189,000"
1212,"1,752",4,2.0,2,"12,134",Gilbert,8,22,"164,000"
1213,672,2,1.0,1,"9,340",Edwards,4,68,"113,000"
1214,960,0,0.0,1,"10,246",Sawyer,4,41,"145,000"
1215,999,3,1.0,1,"10,205",NAmes,5,44,"134,500"
1216,894,3,1.0,1,"7,094",Sawyer,5,41,"125,000"
1217,"1,902",4,2.0,2,"8,930",Sawyer,6,32,"112,000"
1218,"1,314",3,2.0,2,"8,640",Somerst,8,0,"229,456"
1219,912,2,1.0,0,"6,240",BrkSide,4,59,"80,500"
1220,"1,218",3,1.5,0,"1,680",BrDale,6,35,"91,500"
1221,912,2,1.0,1,"7,800",NAmes,5,42,"115,000"
1222,"1,211",3,1.0,1,"8,250",Sawyer,5,40,"134,000"
1223,"1,846",3,2.0,1,"10,496",NAmes,6,58,"143,000"
1224,"2,136",4,2.0,2,"10,680",NAmes,5,55,"137,900"
1225,"1,490",3,2.5,2,"15,384",Gilbert,7,4,"184,000"
1226,"1,138",3,1.0,1,"10,482",NAmes,6,49,"145,000"
1227,"1,933",4,2.5,3,"14,598",Somerst,6,1,"214,000"
1228,912,2,1.0,2,"8,872",NAmes,5,43,"147,000"
1229,"1,702",1,1.5,3,"8,769",NridgHt,9,0,"367,294"
1230,"1,507",4,2.0,1,"7,910",NAmes,5,48,"127,000"
1231,"2,620",4,3.0,2,"18,890",Sawyer,5,30,"190,000"
1232,"1,190",3,1.0,2,"7,728",NAmes,5,44,"132,500"
1233,"1,224",2,2.0,2,"9,842",NAmes,4,45,"101,800"
1234,"1,188",3,1.0,2,"12,160",NAmes,5,51,"142,000"
1235,"1,964",4,1.5,0,"8,525",SWISU,5,97,"130,000"
1236,"1,784",4,1.5,1,"13,132",Crawfor,5,92,"138,887"
1237,"1,626",2,2.5,2,"2,628",NridgHt,7,7,"175,500"
1238,"1,948",4,2.5,2,"12,393",CollgCr,7,2,"195,000"
1239,"1,141",3,1.5,2,"13,072",SawyerW,6,1,"142,500"
1240,"1,484",2,2.0,2,"9,037",Timber,8,1,"265,900"
1241,"1,768",3,2.5,2,"8,158",CollgCr,7,5,"224,900"
1242,"1,689",3,2.0,3,"9,849",Somerst,7,0,"248,328"
1243,"1,173",3,2.0,2,"10,625",NWAmes,7,36,"170,000"
1244,"2,076",2,2.5,3,"13,891",NridgHt,10,0,"465,000"
1245,"1,517",3,1.0,2,"11,435",Crawfor,8,77,"230,000"
1246,"1,868",3,3.5,2,"12,090",NWAmes,6,23,"178,000"
1247,"1,553",3,2.5,2,"8,125",Somerst,7,1,"186,500"
1248,"1,034",3,1.0,3,"12,328",Mitchel,6,34,"169,900"
1249,"2,058",3,1.5,2,"9,600",OldTown,6,91,"129,500"
1250,988,3,1.0,1,"7,200",NAmes,5,57,"119,000"
1251,"2,110",3,2.5,2,"11,160",NAmes,7,42,"244,000"
1252,"1,405",2,2.0,2,"3,136",NridgHt,7,3,"171,750"
1253,874,3,1.0,1,"9,858",Mitchel,5,41,"130,000"
1254,"2,167",3,2.5,2,"17,542",Veenker,7,33,"294,000"
1255,"1,656",3,2.5,2,"6,931",Edwards,7,5,"165,400"
1256,"1,367",3,1.0,1,"6,240",BrkSide,6,76,"127,500"
1257,"1,987",2,2.0,2,"14,303",NoRidge,8,14,"301,500"
1258,864,2,1.0,0,"4,060",Edwards,5,87,"99,900"
1259,"1,166",2,2.0,2,"9,587",Gilbert,7,3,"190,000"
1260,"1,054",3,1.5,2,"9,750",NAmes,6,39,"151,000"
1261,"1,675",3,2.5,2,"24,682",Gilbert,6,10,"181,000"
1262,"1,050",2,1.0,1,"9,600",NAmes,5,53,"128,900"
1263,"1,788",5,1.0,1,"11,250",ClearCr,4,52,"161,500"
1264,"1,824",3,1.0,2,"13,515",BrkSide,6,88,"180,500"
1265,"1,337",2,2.0,2,"4,060",NAmes,6,10,"181,000"
1266,"1,452",3,2.5,2,"3,735",Somerst,7,7,"183,900"
1267,"1,889",4,1.5,1,"10,120",OldTown,7,97,"122,000"
1268,"2,018",3,2.0,3,"13,214",Timber,9,2,"378,500"
1269,"3,447",4,3.5,3,"14,100",Crawfor,8,73,"381,000"
1270,"1,524",3,1.5,1,"11,344",NAmes,5,49,"144,000"
1271,"1,524",0,0.5,2,"23,595",ClearCr,7,31,"260,000"
1272,"1,489",3,2.0,2,"9,156",NWAmes,6,41,"185,750"
1273,935,3,1.0,1,"13,526",Sawyer,5,41,"137,000"
1274,"1,357",2,1.0,1,"11,512",Edwards,6,49,"177,000"
1275,"1,250",3,2.0,2,"5,362",Crawfor,5,97,"139,000"
1276,"1,920",4,2.0,2,"11,345",NAmes,5,59,"137,000"
1277,"1,395",3,1.5,2,"12,936",NWAmes,6,37,"162,000"
1278,"1,724",3,1.5,2,"17,871",NWAmes,6,42,"197,900"
1279,"2,031",3,2.5,2,"9,473",CollgCr,8,6,"237,000"
1280,"1,128",2,1.0,2,"7,500",IDOTRR,4,90,"68,400"
1281,"1,573",3,2.0,2,"9,808",CollgCr,7,7,"227,000"
1282,"1,339",2,2.0,2,"8,049",Timber,7,16,"180,000"
1283,"1,040",3,2.0,2,"8,800",CollgCr,5,32,"150,500"
1284,"1,824",4,3.0,0,"9,400",Mitchel,6,39,"139,000"
1285,"2,447",4,2.0,1,"9,638",SWISU,6,91,"169,000"
1286,"1,412",4,1.0,1,"6,000",BrkSide,6,70,"132,500"
1287,"1,328",3,1.5,2,"9,790",NWAmes,6,47,"143,000"
1288,"1,582",4,2.0,2,"36,500",ClearCr,5,42,"190,000"
1289,"1,659",2,2.0,2,"5,664",StoneBr,8,9,"278,000"
1290,"1,970",3,2.5,3,"11,065",NridgHt,8,0,"281,000"
1291,"1,152",3,1.0,2,"14,112",NAmes,5,46,"180,500"
1292,"1,302",3,2.5,1,"1,680",BrDale,5,37,"119,500"
1293,"2,372",4,2.0,1,"6,600",OldTown,5,117,"107,500"
1294,"1,664",4,2.5,2,"10,140",NWAmes,7,30,"162,900"
1295,864,2,1.0,2,"8,172",Edwards,5,51,"115,000"
1296,"1,052",3,1.5,1,"8,400",NAmes,5,38,"138,500"
1297,"1,128",3,2.0,2,"8,700",NAmes,5,45,"155,000"
1298,"1,072",2,2.0,2,"3,675",Edwards,6,1,"140,000"
1299,"5,642",3,2.5,2,"63,887",Edwards,10,0,"160,000"
1300,"1,246",3,1.5,1,"7,500",NAmes,5,51,"154,000"
1301,"1,983",3,2.5,2,"10,762",Gilbert,7,10,"225,000"
1302,"1,494",3,1.0,1,"7,500",Crawfor,6,67,"177,500"
1303,"2,526",4,2.5,3,"10,120",NoRidge,8,12,"290,000"
1304,"1,616",3,2.0,3,"8,688",Somerst,7,1,"232,000"
1305,"1,708",3,2.0,2,"3,363",Edwards,7,2,"130,000"
1306,"1,652",2,2.0,2,"13,173",NridgHt,9,3,"325,000"
1307,"1,368",2,2.0,2,"6,955",NridgHt,7,1,"202,500"
1308,990,3,1.0,2,"8,072",CollgCr,5,15,"138,000"
1309,"1,122",2,1.0,2,"12,000",OldTown,5,60,"147,000"
1310,"1,294",3,2.0,2,"7,153",SawyerW,6,17,"179,200"
1311,"1,902",3,2.0,2,"17,500",Crawfor,7,51,"335,000"
1312,"1,274",3,2.0,2,"8,814",CollgCr,7,2,"203,000"
1313,"2,810",4,2.5,2,"9,572",NoRidge,8,17,"302,000"
1314,"2,599",4,2.5,3,"14,774",NoRidge,9,11,"333,168"
1315,948,3,1.0,1,"8,190",Edwards,4,53,"119,000"
1316,"2,112",4,2.5,2,"11,075",NAmes,6,39,"206,900"
1317,"1,630",3,2.0,3,"10,226",CollgCr,8,1,"295,493"
1318,"1,352",2,2.0,2,"4,230",Somerst,7,1,"208,900"
1319,"1,787",3,2.0,3,"14,781",CollgCr,8,5,"275,000"
1320,948,3,1.0,1,"10,215",Edwards,4,53,"111,000"
1321,"1,478",3,1.5,2,"8,400",NAmes,6,52,"156,500"
1322,720,2,1.0,1,"6,627",BrkSide,3,59,"72,500"
1323,"1,923",3,2.5,2,"10,186",NoRidge,7,18,"190,000"
1324,708,2,1.0,0,"5,330",BrkSide,4,69,"82,500"
1325,"1,795",2,2.0,3,"9,986",Somerst,8,1,"147,000"
1326,796,2,1.0,0,"3,636",IDOTRR,4,86,"55,000"
1327,774,3,1.0,0,"4,270",Edwards,3,76,"79,000"
1328,816,3,1.0,1,"6,600",Mitchel,5,26,"130,500"
1329,"2,792",5,2.0,2,"10,440",OldTown,6,88,"256,000"
1330,"1,632",3,2.5,2,"9,084",Gilbert,7,8,"176,500"
1331,"1,588",3,2.0,3,"10,000",Somerst,8,1,"227,000"
1332,954,3,1.0,2,"10,780",CollgCr,5,30,"132,500"
1333,816,2,1.0,1,"8,877",Edwards,4,71,"100,000"
1334,"1,360",2,1.5,1,"7,200",IDOTRR,5,68,"125,500"
1335,"1,365",3,1.5,2,"2,368",BrDale,5,39,"125,000"
1336,"1,334",2,2.0,2,"9,650",NWAmes,6,32,"167,900"
1337,"1,656",4,2.0,2,"9,246",NWAmes,5,35,"135,000"
1338,693,2,1.0,0,"4,118",OldTown,4,65,"52,500"
1339,"1,861",3,2.5,2,"13,450",CollgCr,7,4,"200,000"
1340,864,3,1.0,1,"9,560",CollgCr,5,34,"128,500"
1341,872,3,1.0,4,"8,294",NAmes,4,36,"123,000"
1342,"1,114",3,1.0,2,"13,695",SawyerW,6,5,"155,000"
1343,"2,169",3,2.5,2,"9,375",CollgCr,8,5,"228,500"
1344,"1,913",3,1.5,2,"7,558",Crawfor,6,81,"177,000"
1345,"1,456",3,2.5,2,"11,103",CollgCr,7,1,"155,835"
1346,960,2,1.0,1,"6,000",OldTown,4,87,"108,500"
1347,"2,156",3,2.0,2,"20,781",NWAmes,7,38,"262,500"
1348,"1,776",3,2.0,3,"15,306",Timber,8,1,"283,463"
1349,"1,494",3,2.0,2,"16,196",SawyerW,7,9,"215,000"
1350,"2,358",4,2.0,0,"5,250",OldTown,8,136,"122,000"
1351,"2,634",6,3.0,4,"11,643",NAmes,5,40,"200,000"
1352,"1,716",4,1.5,2,"9,247",NAmes,6,46,"171,000"
1353,"1,176",2,1.0,2,"6,000",BrkSide,6,72,"134,900"
1354,"3,238",4,2.5,3,"14,720",NoRidge,8,15,"410,000"
1355,"1,865",3,2.5,3,"10,316",CollgCr,7,8,"235,000"
1356,"1,920",4,3.0,2,"10,192",NWAmes,7,38,"170,000"
1357,892,3,1.0,1,"9,477",NAmes,5,42,"110,000"
1358,"1,078",3,1.5,2,"12,537",NAmes,5,39,"149,900"
1359,"1,573",3,2.5,2,"2,117",Somerst,6,10,"177,500"
1360,"1,980",3,2.0,3,"16,737",NridgHt,9,2,"315,000"
1361,"2,601",4,3.5,2,"9,842",SWISU,5,87,"189,000"
1362,"1,530",3,2.0,2,"16,158",StoneBr,7,4,"260,000"
1363,"1,738",4,2.0,1,"12,513",NAmes,4,89,"104,900"
1364,"1,412",3,2.5,2,"8,499",Gilbert,6,1,"156,932"
1365,"1,200",2,2.5,2,"3,180",Somerst,7,1,"144,152"
1366,"1,674",3,2.5,2,"7,500",Somerst,7,10,"216,000"
1367,"1,790",3,2.5,2,"9,179",CollgCr,7,9,"193,000"
1368,"1,475",4,2.0,1,"2,665",MeadowV,5,29,"127,000"
1369,848,1,1.0,2,"4,435",CollgCr,6,6,"144,000"
1370,"1,668",3,2.0,2,"10,635",CollgCr,8,7,"232,000"
1371,"1,374",2,1.0,1,"5,400",OldTown,4,89,"105,000"
1372,"1,661",3,1.0,1,"9,600",NAmes,6,53,"165,500"
1373,"2,097",3,2.5,2,"9,750",CollgCr,7,8,"274,300"
1374,"2,633",2,2.5,3,"11,400",NoRidge,10,6,"466,500"
1375,"1,958",3,2.5,3,"10,625",Somerst,7,3,"250,000"
1376,"1,571",3,2.0,3,"10,991",Timber,8,0,"239,000"
1377,790,2,1.0,1,"6,292",SWISU,6,78,"91,000"
1378,"1,604",3,2.0,2,"10,998",Edwards,5,68,"117,000"
1379,987,2,1.5,1,"1,953",BrDale,6,33,"83,000"
1380,"1,394",3,2.5,2,"9,735",Timber,5,2,"167,500"
1381,864,2,1.0,1,"8,212",Edwards,3,96,"58,500"
1382,"2,117",4,2.5,2,"12,925",NAmes,6,38,"237,500"
1383,"1,762",4,1.5,2,"7,200",OldTown,7,86,"157,000"
1384,"1,416",3,2.0,2,"25,339",Sawyer,5,89,"112,000"
1385,"1,258",2,1.0,1,"9,060",Edwards,6,70,"105,000"
1386,"1,154",3,1.0,1,"5,436",IDOTRR,4,88,"125,500"
1387,"2,784",5,3.5,2,"16,692",NWAmes,7,28,"250,000"
1388,"2,526",5,2.0,1,"8,520",OldTown,6,91,"136,000"
1389,"1,746",3,2.0,3,"14,892",Gilbert,9,3,"377,500"
1390,"1,218",3,1.0,2,"6,000",BrkSide,6,66,"131,000"
1391,"1,525",3,2.0,2,"9,100",CollgCr,7,6,"235,000"
1392,"1,584",4,2.0,3,"8,944",NAmes,5,42,"124,000"
1393,900,3,1.0,1,"7,838",NAmes,5,39,"123,000"
1394,"1,912",3,2.0,2,"10,800",OldTown,6,103,"163,000"
1395,"1,500",2,2.0,3,"4,045",Blmngtn,7,0,"246,578"
1396,"2,482",4,2.5,3,"12,665",Timber,8,2,"281,213"
1397,"1,687",3,1.0,2,"57,200",Timber,5,62,"160,000"
1398,"1,513",4,1.5,1,"6,120",BrkSide,5,87,"137,500"
1399,"1,904",3,1.5,1,"7,200",NAmes,5,59,"138,000"
1400,"1,608",3,2.5,1,"6,171",SWISU,6,84,"137,450"
1401,"1,158",3,1.0,1,"6,000",BrkSide,6,79,"120,000"
1402,"1,593",3,2.5,2,"7,415",Gilbert,6,4,"193,000"
1403,"1,294",2,2.0,2,"6,762",CollgCr,7,0,"193,879"
1404,"1,464",3,2.0,3,"15,256",Somerst,8,0,"282,922"
1405,"1,214",3,1.0,3,"10,410",OldTown,3,91,"105,000"
1406,"1,646",2,2.0,2,"3,842",Crawfor,8,4,"275,000"
1407,768,2,1.0,2,"8,445",CollgCr,5,37,"133,000"
1408,833,3,1.0,0,"8,780",Mitchel,5,24,"112,000"
1409,"1,363",3,1.0,2,"7,740",OldTown,4,100,"125,500"
1410,"2,093",3,2.5,2,"20,544",NWAmes,7,22,"215,000"
1411,"1,840",3,2.5,2,"12,420",CollgCr,7,8,"230,000"
1412,"1,668",3,1.5,1,"9,600",NAmes,6,59,"140,000"
1413,"1,040",2,2.0,2,"7,200",NAmes,4,60,"90,000"
1414,"1,844",2,2.0,2,"10,994",SawyerW,8,4,"257,000"
1415,"1,848",4,1.5,2,"13,053",BrkSide,6,85,"207,000"
1416,"1,569",1,2.0,3,"3,635",Blmngtn,7,2,"175,900"
1417,"2,290",4,2.0,2,"11,340",OldTown,4,125,"122,500"
1418,"2,450",3,2.5,3,"16,545",NoRidge,8,11,"340,000"
1419,"1,144",3,1.5,1,"9,204",NAmes,5,45,"124,000"
1420,"1,844",3,2.0,2,"16,381",Crawfor,6,37,"223,000"
1421,"1,416",3,2.5,2,"11,700",NWAmes,6,38,"179,900"
1422,"1,069",2,2.0,2,"4,043",NPkVill,6,33,"127,500"
1423,848,1,1.0,2,"4,435",CollgCr,6,5,"136,500"
1424,"2,201",4,2.0,2,"19,690",Edwards,6,40,"274,970"
1425,"1,344",2,1.0,1,"9,503",NAmes,5,49,"144,000"
1426,"1,252",3,1.0,2,"10,721",NAmes,6,49,"142,000"
1427,"2,127",3,2.5,2,"10,944",NoRidge,7,14,"271,000"
1428,"1,558",3,1.5,1,"10,930",NAmes,5,63,"140,000"
1429,804,2,1.0,1,"7,200",OldTown,5,70,"119,000"
1430,"1,440",3,2.0,2,"12,546",NWAmes,6,26,"182,900"
1431,"1,838",4,2.5,2,"21,930",Gilbert,5,1,"192,140"
1432,958,2,2.0,2,"4,928",NPkVill,6,33,"143,750"
1433,968,4,2.0,1,"10,800",OldTown,4,80,"64,500"
1434,"1,792",3,2.5,2,"10,261",Gilbert,6,8,"186,500"
1435,"1,126",3,2.0,2,"17,400",Mitchel,5,29,"160,000"
1436,"1,537",3,1.5,2,"8,400",NAmes,6,46,"174,000"
1437,864,3,1.0,2,"9,000",NAmes,4,36,"120,500"
1438,"1,932",2,2.0,3,"12,444",NridgHt,8,0,"394,617"
1439,"1,236",2,1.0,2,"7,407",OldTown,6,53,"149,700"
1440,"1,725",3,2.5,2,"11,584",NWAmes,7,28,"197,000"
1441,"2,555",3,2.0,2,"11,526",Crawfor,6,86,"191,000"
1442,848,1,1.0,2,"4,426",CollgCr,6,4,"149,300"
1443,"2,007",3,2.5,3,"11,003",Somerst,10,1,"310,000"
1444,952,2,1.0,1,"8,854",BrkSide,6,93,"121,000"
1445,"1,422",3,2.0,2,"8,500",CollgCr,7,3,"179,600"
1446,913,3,1.0,1,"8,400",Sawyer,6,41,"129,000"
1447,"1,188",3,1.0,1,"26,142",Mitchel,5,48,"157,900"
1448,"2,090",3,2.5,2,"10,000",CollgCr,8,12,"240,000"
1449,"1,346",2,1.5,1,"11,767",Edwards,4,97,"112,000"
1450,630,1,1.0,0,"1,533",MeadowV,5,36,"92,000"
1451,"1,792",4,3.0,0,"9,000",NAmes,5,35,"136,000"
1452,"1,578",3,2.0,3,"9,262",Somerst,8,1,"287,090"
1453,"1,072",2,1.0,2,"3,675",Edwards,5,1,"145,000"
1454,"1,140",3,1.0,0,"17,217",Mitchel,5,0,"84,500"
1455,"1,221",2,2.0,2,"7,500",Somerst,7,5,"185,000"
1456,"1,647",3,2.5,2,"7,917",Gilbert,6,8,"175,000"
1457,"2,073",3,2.0,2,"13,175",NWAmes,6,32,"210,000"
1458,"2,340",4,2.0,1,"9,042",Crawfor,7,69,"266,500"
1459,"1,078",2,1.0,1,"9,717",NAmes,5,60,"142,125"
1460,"1,256",3,1.5,1,"9,937",Edwards,5,43,"147,500"
